,rating,reviews,sentiment,Country,Company 
70,4,"In the Bangchak On Nut 19 gas station, parcel delivery service or products that weigh less than 50 kilograms. There is a box for the product to serve according to the size, starting price 10 baht or you can put the …",Neutral,TH,TNT 
71,4,Good service,Positive,TH,TNT 
72,1,Staff without service mind,Neutral,TH,TNT 
73,4,delivery of goods and packages international work standards Trust in quality and service …,Positive,TH,TNT 
74,5,good service,Positive,TH,TNT 
75,4,I take good care,Positive,TH,TNT 
76,5,There are not many people.,Neutral,TH,TNT 
77,5,fast,Neutral,TH,TNT 
78,3,"The service staff is good, but The place is a bit cramped. …",Positive,TH,TNT 
79,5,fast service,Neutral,TH,TNT 
80,5,"Very tight, afraid of being a cluster of clutter, ok, should sterilize the place after use …",Positive,TH,TNT 
81,5,good service,Positive,TH,TNT 
82,1,Master does not accept,Positive,TH,TNT 
83,5,The female staff is small but very strong. Help lift a large parcel box for good service. …,Positive,TH,TNT 
84,5,The service staff is very good.,Positive,TH,TNT 
85,5,good service,Positive,TH,TNT 
86,5,"Good job, fast",Positive,TH,TNT 
87,3,My sister in Korat sent mangoes to Sent on Friday 14 May '64 until Tuesday 18 May '64. Haven't received any mangoes yet. Fear the rotten mango first. Therefore went to …,Negative,TH,TNT 
88,5,Good service staff,Positive,TH,TNT 
89,5,"The staff are good, serving and giving very good advice. There is a parking lot in the pump. …",Positive,TH,TNT 
90,3,"Service efficiency needs to be improved Change is not ready, missing 5S …",Positive,TH,TNT 
91,5,Very help full in packing and completing forms for international package via dhl.,Positive,TH,TNT 
92,2,"Service is not very good, staff do not care, speak not well. Fling face This is compared to another kerry branch in On Nut. If it is updated then will add more stars. …",Positive,TH,TNT 
93,5,Service is very good.,Positive,TH,TNT 
94,5,"Convenient, with parking",Neutral,TH,TNT 
95,1,"Terrible service, talk loudly And when speaking, we didn't hear at all. Being scolded, speaking badly, not suitable for service work Poor first and last Not in a bad mood Worse, unacceptable this time …",Negative,TH,TNT 
96,5,Very good service in this branch. Lovely staff,Positive,TH,TNT 
97,5,good,Positive,TH,TNT 
98,5,Parking is less,Neutral,TH,TNT 
99,3,service is average,Neutral,TH,TNT 
100,4,"In the service overview, visit .. Keep this standard throughout …",Neutral,TH,TNT 
101,4,Good service staff,Positive,TH,TNT 
102,4,delivery,Neutral,TH,TNT 
103,3,good service,Positive,TH,TNT 
104,3,Miss the first set of employees Early days of Kerry Very good service …,Positive,TH,TNT 
105,4,The point of delivery of various parcels has increased from the original. …,Positive,TH,TNT 
106,4,I do not care about the customers well.,Positive,TH,TNT 
107,5,wonderfully,Positive,TH,TNT 
108,3,The service of the staff is very good.,Positive,TH,TNT 
109,5,good service,Positive,TH,TNT 
110,4,The service staff is very good.,Positive,TH,TNT 
111,3,"Send and receive documents. Some have been sent to other sites are not very much like to be very detailed, such as the district. I do not know why. …",Positive,TH,TNT 
112,5,"Not long to wait, good location, convenient, in the gas station …",Positive,TH,TNT 
113,3,Should be open on Sunday.,Neutral,TH,TNT 
114,4,"Good, but a little narrow, there is no space to sit and wait or pack. …",Positive,TH,TNT 
115,5,"The staff here care about their customers and their service is very good. Maybe ask the kids to help pack more things. Thank you for your service. Even though the queue is full, I'm impressed. May you continue to …",Positive,TH,TNT 
116,4,The place is too small.,Neutral,TH,TNT 
117,5,Good service like,Positive,TH,TNT 
118,5,I work in Kerry.,Neutral,TH,TNT 
119,5,"Excellent service I remember a lot of delivery days Because sending medicine donated to other provinces The staff helped pack the package until finished, thank you. …",Positive,TH,TNT 
120,3,"Small shop, lots of people but still good service",Positive,TH,TNT 
121,4,Friendly staff at the branch Willing to serve even a lot of customers Explain to everyone well. …,Positive,TH,TNT 
122,5,Work fast,Neutral,TH,TNT 
123,5,A lot of people but the staff work hard.,Negative,TH,TNT 
124,5,"For the first delivery, the staff speaks well. The staff are nice, smiling, not blessed but it might be because we came when there are not many people, haha. …",Positive,TH,TNT 
125,1,"Waiting for the item to be delivered for a very long time. Need to order the item so the item will be delivered on the day of use But it didn't catch up Later, will not use the service anymore. Very disappointed, very …",Negative,TH,TNT 
126,5,good,Positive,TH,TNT 
127,3,"In the Bangchak petrol station, a small room",Neutral,TH,TNT 
128,4,"The day before, to send stickers, shipping costs 100, very expensive …",Neutral,TH,TNT 
129,3,"A little too small, standing few people already branch ... …",Neutral,TH,TNT 
130,5,"Good service, fast",Positive,TH,TNT 
131,5,Very Fast & Good Service In Thailand.,Positive,TH,TNT 
132,5,"Good service, good advice",Positive,TH,TNT 
133,5,Very fast staff,Neutral,TH,TNT 
134,5,Great service,Positive,TH,TNT 
135,4,"The staff is lovely, service is safe.",Positive,TH,TNT 
136,1,"If Sunday is not open, it should be deleted. Not Sunday, open 9: 00-17: 00 After entering and closing …",Neutral,TH,TNT 
137,5,If calling Kerry to pick up the goods at home?,Positive,TH,TNT 
138,3,Make Sunday a good day,Positive,TH,TNT 
139,1,"Terrible service. The delivery staff spoke badly. Just don't answer the phone once. Even having to say to the customer ""Can't help, don't answer the phone itself. Now, sending the goods to others is waiting. ""Only, …",Negative,TH,TNT 
140,3,Today will try to use the service,Neutral,TH,TNT 
141,5,good service,Positive,TH,TNT 
142,3,You have to exchange your card and go into the car park inside the building. The service area is a small glass room compared to the area​ Strictly entering and exiting Check parcels before sending …,Neutral,TH,TNT 
143,2,This is the place where the goods are sent.,Positive,TH,TNT 
144,4,"Fresh parking, fast service.",Positive,TH,TNT 
145,3,open 9 a.m. Parking is less …,Neutral,TH,TNT 
146,5,Its Was Good Experience Staff is very friendly,Positive,TH,TNT 
147,4,Very good service,Positive,TH,TNT 
148,5,Service at all levels Impress …,Positive,TH,TNT 
149,5,This was such a great experience. The gentlemen at the counter was quick and kept me updated about who was searching for my package. The security guys at the gate were friendly and kind. I literally could not have asked for a better service. Thank you so much.,Positive,TH,TNT 
150,3,Is it too late to receive documents or receive items?,Neutral,TH,TNT 
151,1,Ordered goods subject to tax exceeding 50% of the product price for two rounds and Is the only one Can't give any answer To talk to the department …,Positive,TH,TNT 
152,5,convenient,Neutral,TH,TNT 
153,5,There is parking space for pick up the parcel by yourself. …,Neutral,TH,TNT 
154,4,Courier,Neutral,TH,TNT 
155,5,"Good service, attention to details",Positive,TH,TNT 
156,5,good service,Positive,TH,TNT 
157,1,"Very bad service unlike its very expensive pricing.  The parcel has arrived in Bangkok Thailand on 12th of November, but I haven't …",Negative,TH,TNT 
158,3,Beautiful,Positive,TH,TNT 
159,5,Clean fast safe convenient parking friendly service and very professional,Positive,TH,TNT 
160,3,Will pick up the item only in case of not in time for the morning checkup. And sometimes change staff who work and do not forward work Ask the customer by yourself Customer wants Whatever work by yourself If you want …,Positive,TH,TNT 
161,5,Parcel service,Neutral,TH,TNT 
162,5,FedEx nice service,Positive,TH,TNT 
163,4,Good service,Positive,TH,TNT 
164,5,Good service. No waiting,Positive,TH,TNT 
165,5,See,Neutral,TH,TNT 
166,4,"Good service, convenient, fast",Positive,TH,TNT 
167,1,Like having rock fragments in front of the entrance,Positive,TH,TNT 
168,3,Courier services,Neutral,TH,TNT 
169,1,"They don't answer our calls. And they delayed my parcel for 5 days today , still not received.",Positive,TH,TNT 
170,5,The staff provided good service and advice. help with delivery The product arrived at the destination successfully. Security guards are very polite. Parking is available. …,Positive,TH,TNT 
171,5,Ye service,Neutral,TH,TNT 
172,1,Employees do not speak because they are not friendly.,Positive,TH,TNT 
173,4,Good management .. but wait a long time.,Positive,TH,TNT 
174,5,good service,Positive,TH,TNT 
175,5,The staff are very nice. But the traffic in front is congested to Niss Because it is adjacent to market …,Positive,TH,TNT 
176,4,The area looks clean. But the staff doesn't seem to be very friendly. …,Neutral,TH,TNT 
177,5,FedEx .good.,Positive,TH,TNT 
178,5,Spotless place There is a good standard of care for the Covid range. 19. Polite staff. …,Positive,TH,TNT 
179,5,A little difficult to find. Not where you would expect to find a large company. However the staff were excellent. Could not have been more helpful. A big thumbs up guys,Positive,TH,TNT 
180,5,World class services,Neutral,TH,TNT 
181,5,The world on time,Neutral,TH,TNT 
182,5,"Clean, pleasant place to work. Excellent colleagues.",Positive,TH,TNT 
183,5,This branch staff has good service.,Positive,TH,TNT 
184,5,"Good quality, on time delivery, undamaged, value for money …",Positive,TH,TNT 
185,1,"Do not go here if you need to ship anything internationally, they don’t know the requirements, made me spend 20 minutes filling out 4 forms then told me I needed to actually do other forms, I left and used the Thailand post office at the …",Neutral,TH,TNT 
186,5,"Close to home, convenient transportation Adjacent to Lak Si area …",Neutral,TH,TNT 
187,4,Is a branch of FedEx,Neutral,TH,TNT 
188,1,"Asked 3 times about the requirement, gave 3 different answers, so we bring all documents requested. Still said it’s wrong and told us to bring more documents. Horrible",Negative,TH,TNT 
189,3,Come to express delivery,Neutral,TH,TNT 
190,4,Good service but office is in a narrow alley.,Positive,TH,TNT 
191,5,Excellent customer service,Positive,TH,TNT 
192,5,"A little out of the way on some small back streets, but service was great and easy to use.",Positive,TH,TNT 
193,5,"Good service staff, teach, fill out information For newbies like me …",Positive,TH,TNT 
194,5,Great service,Positive,TH,TNT 
195,4,"Not easy to go but google map can help, 2 ways to go from Chaeng-Wattana soi 10 or from local road",Positive,TH,TNT 
196,5,Best service,Positive,TH,TNT 
197,5,Great service,Positive,TH,TNT 
198,3,Prepared everthing before going here.,Positive,TH,TNT 
